"","Blongum_20_1_S82_aligned.bam","Blongum_20_2_S83_aligned.bam","Blongum_20_3_S84_aligned.bam","Blongum_20_4_S85_aligned.bam","Blongum_20_5_S86_aligned.bam","Blongum_200_1_S87_aligned.bam","Blongum_200_2_S88_aligned.bam","Blongum_200_3_S89_aligned.bam","Blongum_200_4_S90_aligned.bam","Blongum_200_5_S91_aligned.bam","Blongum_Veh_1_S77_aligned.bam","Blongum_Veh_2_S78_aligned.bam","Blongum_Veh_3_S79_aligned.bam","Blongum_Veh_4_S80_aligned.bam","Blongum_Veh_5_S81_aligned.bam"
"BLLJ_RS11165",12,14,27,24,14,57,38,12,25,62,29,31,19,14,29
"BLLJ_RS06390",94,139,179,192,96,184,102,44,133,168,101,114,91,105,89
"BLLJ_RS06395",10344,17025,25850,22691,12139,23842,19249,12659,19802,49419,15949,16744,10458,15803,21269
"BLLJ_RS06400",76,109,151,161,91,135,99,55,96,163,99,126,58,123,103
"BLLJ_RS06405",173,293,352,313,246,460,293,161,277,421,282,397,273,267,277
"BLLJ_RS06410",1380,2176,3328,2868,1603,2676,2233,1713,2692,6125,1882,2582,1706,2211,2426
"BLLJ_RS06415",1205,1773,2141,2188,1304,2081,1414,1032,2071,3549,1217,1762,1143,1376,1499
"BLLJ_RS06420",105,137,160,171,88,296,216,132,280,227,125,168,108,161,160
"BLLJ_RS06425",314,377,482,507,285,887,510,347,639,738,326,467,202,303,265
"BLLJ_RS06430",447,612,961,990,450,1755,1224,695,1256,2189,589,838,516,609,597
"BLLJ_RS06435",221,271,327,303,185,830,559,275,447,645,240,355,190,202,215
"BLLJ_RS06440",183,239,330,373,183,647,522,201,343,495,240,325,158,217,223
"BLLJ_RS06445",351,514,741,743,387,999,667,364,644,1084,399,558,385,464,407
"BLLJ_RS06450",34,50,42,53,36,48,48,43,46,80,36,74,41,41,41
"BLLJ_RS06455",765,989,1286,1093,781,1810,1539,1057,1864,3042,601,805,511,656,657
"BLLJ_RS06460",179,263,454,333,211,1297,807,667,1112,1893,324,511,263,283,413
"BLLJ_RS06465",181,297,417,310,248,521,397,234,395,685,246,303,166,263,268
"BLLJ_RS06470",89,107,180,193,100,73,58,18,47,127,110,112,83,69,66
"BLLJ_RS06475",103,162,239,192,118,73,65,25,69,156,120,140,80,106,82
"BLLJ_RS06480",851,1211,1713,1718,944,566,405,241,493,919,896,1015,673,906,763
"BLLJ_RS06485",132,155,201,213,133,100,85,48,77,120,96,107,68,85,62
"BLLJ_RS06490",98,132,192,194,104,74,46,50,66,174,48,90,66,73,52
"BLLJ_RS06495",852,1312,1503,1540,802,1014,666,462,843,1197,770,1035,653,879,659
"BLLJ_RS06500",216,214,338,306,202,130,111,82,148,263,154,206,129,201,138
"BLLJ_RS06505",1412,2386,3148,2836,1483,1947,1404,1140,3052,3645,2040,2688,1444,2096,1747
"BLLJ_RS06510",1249,1909,2907,2448,1772,1628,1160,1071,2097,5351,1891,1939,1321,2071,2248
"BLLJ_RS06515",142,203,371,333,181,341,183,169,339,749,254,334,199,268,243
"BLLJ_RS06520",372,667,1017,925,616,629,388,352,686,1617,622,726,539,639,567
"BLLJ_RS06525",48,56,83,90,62,112,61,28,64,96,76,85,48,66,50
"BLLJ_RS06530",38,52,76,72,40,67,30,27,30,34,41,67,53,36,37
"BLLJ_RS06535",207,288,396,358,174,498,274,120,295,351,288,387,171,311,220
"BLLJ_RS06540",85,116,180,166,84,178,134,41,110,134,116,166,89,98,115
"BLLJ_RS06545",170,218,275,272,187,276,176,67,122,232,175,186,100,142,143
"BLLJ_RS06550",159,247,378,349,189,335,211,124,201,351,194,286,149,209,166
"BLLJ_RS06555",189,174,264,231,107,374,298,108,150,289,202,251,122,161,142
"BLLJ_RS06560",527,719,1043,860,469,1463,1029,480,799,1484,708,1149,578,661,854
"BLLJ_RS06565",409,564,867,712,419,1342,887,443,734,1158,707,968,578,614,716
"BLLJ_RS06570",543,799,1170,1002,554,1350,937,521,890,1396,780,1164,594,749,738
"BLLJ_RS06575",785,985,1567,1334,798,1669,1058,726,1114,1841,1080,1453,759,1041,950
"BLLJ_RS06580",1341,1610,2461,2255,1249,3360,2129,1335,2417,3572,1902,2750,1576,1753,1684
"BLLJ_RS06585",496,679,960,884,542,1267,986,720,1100,1414,794,1265,698,687,852
"BLLJ_RS06590",591,791,1074,990,472,1655,1155,678,1153,1541,852,1325,790,825,932
"BLLJ_RS06595",632,786,1153,935,648,1534,887,548,981,1526,771,1241,556,736,761
"BLLJ_RS06600",496,707,961,884,597,777,564,300,541,890,597,736,478,652,561
"BLLJ_RS06605",540,715,1035,957,444,974,693,369,630,1051,577,908,509,599,646
"BLLJ_RS10050",284,412,422,504,282,460,287,138,318,312,350,550,348,381,300
"BLLJ_RS06615",43,32,37,53,40,39,10,14,25,31,34,45,40,22,28
"BLLJ_RS06620",80,110,143,143,93,71,45,37,51,93,76,99,62,92,61
"BLLJ_RS06625",156,245,261,285,191,114,98,46,112,161,146,182,151,149,112
"BLLJ_RS06635",978,1499,1785,1744,1000,788,528,371,715,1090,854,1207,816,960,799
"BLLJ_RS06640",185,264,377,451,260,354,218,165,311,535,318,422,275,405,271
"BLLJ_RS06645",1361,2255,2891,2851,1184,1930,1596,1008,1935,3212,1228,1502,1119,1409,1201
"BLLJ_RS06650",105,141,199,202,100,112,86,27,87,85,110,164,70,127,84
"BLLJ_RS06655",98,141,157,207,97,230,138,101,122,235,128,192,116,133,106
"BLLJ_RS06660",408,457,564,608,390,822,641,246,483,640,390,516,313,378,339
"BLLJ_RS06665",69,97,96,102,68,102,59,15,67,72,66,108,53,77,49
"BLLJ_RS06670",47,89,105,127,78,66,45,21,42,72,55,77,59,52,41
"BLLJ_RS06675",704,932,1208,923,552,1049,682,308,521,829,734,883,470,679,451
"BLLJ_RS06680",227,266,370,379,199,387,292,183,313,455,239,344,199,281,249
"BLLJ_RS06685",150,193,269,255,119,368,248,113,184,327,154,275,127,183,187
"BLLJ_RS06690",64,100,125,128,88,124,75,63,108,209,71,122,71,101,131
"BLLJ_RS06695",153,188,243,256,137,246,183,105,201,329,156,189,124,178,183
"BLLJ_RS06700",80,138,175,163,63,160,121,82,136,234,117,153,59,113,117
"BLLJ_RS06705",146,244,278,328,182,163,145,119,207,349,173,226,157,172,213
"BLLJ_RS06710",152,273,340,353,174,209,180,113,168,360,172,215,124,190,165
"BLLJ_RS06715",10,20,33,33,7,26,16,12,7,17,21,25,19,16,7
"BLLJ_RS06720",164,200,240,260,121,275,152,133,229,280,238,293,217,196,147
"BLLJ_RS06725",2677,4118,5334,5801,2763,10343,6217,5125,9290,12886,4356,7016,3878,4211,3722
"BLLJ_RS06745",134,158,218,233,137,696,432,347,481,803,126,227,138,124,148
"BLLJ_RS06750",314,399,593,571,368,3824,2607,2431,3312,5687,392,521,330,378,454
"BLLJ_RS06755",58,111,124,112,55,100,60,42,77,108,89,119,78,88,48
"BLLJ_RS06760",594,825,1099,1115,549,985,712,394,761,917,690,1073,594,733,654
"BLLJ_RS11450",111,154,191,210,119,89,85,56,83,106,89,113,81,101,67
"BLLJ_RS10495",25,29,48,26,12,29,17,7,8,17,31,35,23,23,20
"BLLJ_RS06775",82,107,133,84,29,103,56,31,90,74,103,152,57,87,57
"BLLJ_RS06780",421,551,760,691,306,925,490,221,558,755,632,893,463,743,564
"BLLJ_RS06795",68,112,140,135,71,86,55,31,67,71,93,168,79,91,95
"BLLJ_RS06800",66,101,119,110,63,45,32,14,34,50,79,126,54,76,70
"BLLJ_RS06805",544,793,1116,1085,621,928,592,430,759,1168,1016,1580,853,863,903
"BLLJ_RS06810",262,378,493,566,263,591,351,280,440,670,466,871,447,485,534
"BLLJ_RS06815",66,88,89,115,69,54,33,34,49,61,78,129,68,85,72
"BLLJ_RS06820",52,103,118,112,74,246,136,88,166,209,77,176,65,110,128
"BLLJ_RS06825",91,118,163,135,97,123,79,53,91,109,120,144,72,95,82
"BLLJ_RS06830",30,39,33,48,21,15,15,10,15,30,29,32,15,28,22
"BLLJ_RS06835",96,115,132,148,82,112,54,29,47,83,99,132,74,85,66
"BLLJ_RS06840",101,156,186,176,84,212,125,42,79,134,100,150,85,139,108
"BLLJ_RS06845",4228,5820,8352,8410,4976,8472,5682,3622,6413,10652,5262,6852,4211,5366,5120
"BLLJ_RS06850",153,148,240,187,127,845,509,227,469,682,198,338,169,176,185
"BLLJ_RS06855",876,1165,1415,1527,854,1163,827,510,832,1263,939,1367,828,947,789
"BLLJ_RS06860",3304,4186,5529,5519,2937,5149,3365,2174,3413,4947,3240,4365,3047,3175,2432
"BLLJ_RS06865",85,146,187,166,93,128,89,32,82,99,123,132,88,90,84
"BLLJ_RS06870",585,820,999,1065,649,567,368,183,339,586,508,651,483,591,487
"BLLJ_RS06875",97,140,163,183,81,161,115,47,84,154,121,167,86,120,124
"BLLJ_RS06880",191,230,336,308,170,155,123,63,98,210,158,273,156,220,183
"BLLJ_RS06885",27,46,52,46,32,67,36,21,30,36,46,73,40,30,39
"BLLJ_RS06890",480,608,791,834,442,401,267,187,317,435,382,534,389,456,278
"BLLJ_RS06895",168,267,327,330,187,133,95,46,131,159,170,213,123,176,168
"BLLJ_RS06900",30,45,57,63,36,21,14,3,15,30,22,25,27,30,16
"BLLJ_RS11455",12,4,11,20,8,8,4,0,3,7,9,12,9,6,6
"BLLJ_RS06905",63,83,103,137,71,102,54,41,87,114,107,130,115,123,71
"BLLJ_RS06910",675,898,1251,1289,871,912,499,507,892,1319,1031,1430,871,1014,801
"BLLJ_RS06915",706,895,1303,1363,947,873,574,476,832,1221,731,1083,747,861,610
"BLLJ_RS06920",1228,1583,1822,2223,1436,775,377,313,616,1344,2032,2330,1531,2235,1592
"BLLJ_RS06925",795,1102,1293,1479,1039,367,201,160,350,722,1214,1246,847,1228,912
"BLLJ_RS06930",96,143,180,192,133,108,84,37,79,82,111,135,87,114,83
"BLLJ_RS06935",995,1474,1746,1988,838,571,322,199,391,643,1010,1039,772,1134,878
"BLLJ_RS06940",105,118,158,175,103,159,86,39,93,133,125,126,90,121,92
"BLLJ_RS06945",229,293,420,398,202,517,360,205,312,497,287,313,212,288,228
"BLLJ_RS06950",46,58,91,90,66,309,234,115,169,284,51,92,45,62,57
"BLLJ_RS06955",1431,2017,2675,2865,1444,6315,4190,2492,4447,5838,1701,2316,1397,1651,1372
"BLLJ_RS06960",290,391,597,569,306,723,465,286,485,866,324,406,269,351,294
"BLLJ_RS06965",183,255,352,365,175,507,342,144,282,478,229,321,185,228,252
"BLLJ_RS06970",579,744,986,1044,667,1690,1108,620,1191,2021,816,1132,660,856,913
"BLLJ_RS06980",263,277,392,445,243,598,312,145,255,399,309,434,223,272,276
"BLLJ_RS06985",167,236,320,334,170,637,467,287,531,746,260,346,228,238,268
"BLLJ_RS06990",815,1006,1606,1408,917,3172,2221,1451,2438,3944,984,1266,786,989,1000
"BLLJ_RS06995",251,328,440,474,307,1145,779,550,920,1201,321,404,276,323,272
"BLLJ_RS07000",1041,1479,2014,1932,1074,1329,867,690,1223,2232,1056,1489,891,1121,969
"BLLJ_RS07005",924,1259,1476,1787,693,4965,3167,1620,4183,3932,937,1474,695,1162,856
"BLLJ_RS07010",901,1272,1738,1760,969,2120,1332,927,1626,2201,886,1377,799,945,742
"BLLJ_RS07015",170,214,302,241,126,1156,766,520,644,1079,168,262,152,179,162
"BLLJ_RS07020",143,254,287,314,222,327,211,115,203,319,174,231,187,166,173
"BLLJ_RS07025",135,155,204,209,114,246,114,78,184,202,127,239,147,161,151
"BLLJ_RS07030",179,282,370,393,204,583,434,227,435,541,234,367,193,266,248
"BLLJ_RS07035",1498,2244,2809,2903,1639,1933,1314,1132,2096,3195,2003,2904,1860,2186,1903
"BLLJ_RS07040",19,15,21,24,18,25,3,4,7,22,27,25,13,17,11
"BLLJ_RS07045",17,9,22,23,10,31,25,10,12,19,14,19,11,18,13
"BLLJ_RS07050",4,5,12,10,6,34,12,11,12,9,6,12,6,5,4
"BLLJ_RS07055",27,37,46,51,29,255,169,75,85,186,34,50,31,32,44
"BLLJ_RS07060",31,59,53,59,63,340,257,101,173,159,68,75,17,61,78
"BLLJ_RS07065",276,433,509,630,278,499,297,201,338,486,326,457,316,391,320
"BLLJ_RS07070",958,1426,2201,2089,1103,2607,1770,1135,1986,4415,1195,1699,1087,1269,1348
"BLLJ_RS07075",164,254,361,323,222,862,509,332,554,1077,247,421,257,271,360
"BLLJ_RS07080",105,147,226,204,141,503,335,196,250,563,210,261,160,160,204
"BLLJ_RS07085",202,285,437,451,214,1095,655,353,542,1137,360,543,304,287,342
"BLLJ_RS07090",134,170,267,268,148,567,306,216,400,513,184,239,180,181,187
"BLLJ_RS07095",580,763,993,1073,657,852,524,328,611,865,609,845,584,687,581
"BLLJ_RS07100",173,230,315,329,240,339,173,92,193,254,188,258,187,202,181
"BLLJ_RS07105",85,100,124,151,94,112,67,38,68,111,97,114,61,108,79
"BLLJ_RS07110",449,539,812,913,353,802,536,327,554,804,488,732,486,558,449
"BLLJ_RS07115",1052,1513,2090,2052,1014,1573,1252,734,1246,2244,1124,1411,894,1119,1136
"BLLJ_RS07120",407,656,877,941,392,795,556,297,594,1073,490,601,447,519,493
"BLLJ_RS07125",575,860,1047,1049,646,847,640,312,450,786,530,674,450,569,461
"BLLJ_RS07130",1091,1852,2179,2647,1119,2079,1462,588,1489,2285,1282,1734,1305,1588,1115
"BLLJ_RS07135",68,92,128,112,75,62,66,21,46,100,37,59,40,49,46
"BLLJ_RS07140",54,131,127,139,81,57,47,39,50,84,50,82,54,61,69
"BLLJ_RS07145",66,97,118,135,81,84,49,26,31,60,61,90,47,73,35
"BLLJ_RS07150",11,20,25,30,18,7,3,4,12,8,15,16,12,10,13
"BLLJ_RS07155",36,35,74,66,46,35,29,27,34,50,29,52,37,41,27
"BLLJ_RS07160",2,0,7,12,3,4,1,0,0,1,4,1,2,3,3
"BLLJ_RS07165",0,0,6,6,1,6,1,1,3,5,3,2,3,2,1
"BLLJ_RS07170",33,61,71,69,66,65,38,36,60,76,52,54,50,62,48
"BLLJ_RS07175",64,72,109,108,57,35,38,29,35,52,54,69,58,66,60
"BLLJ_RS07180",21,30,31,46,22,28,18,16,12,27,29,40,24,25,21
"BLLJ_RS07185",860,1280,1521,1618,930,1097,618,430,879,1172,981,1349,870,994,751
"BLLJ_RS07190",22,11,30,34,20,17,6,3,2,19,22,18,14,12,9
"BLLJ_RS07195",4,4,2,9,5,0,0,1,1,1,3,5,3,3,2
"BLLJ_RS07200",37,55,56,73,27,56,27,22,40,48,46,61,48,51,37
"BLLJ_RS07205",139,211,253,273,123,172,121,65,110,229,139,163,137,143,120
"BLLJ_RS07210",237,374,499,498,316,596,376,252,481,747,334,417,237,352,310
"BLLJ_RS07215",968,1230,1594,1539,927,3033,2077,1109,2255,2592,874,1240,702,907,675
"BLLJ_RS07220",516,692,935,1061,535,963,622,377,801,1269,560,749,472,593,464
"BLLJ_RS07225",71,104,115,119,86,117,51,27,62,74,70,98,52,56,52
"BLLJ_RS07230",248,378,468,412,260,421,274,135,336,418,298,464,248,341,303
"BLLJ_RS07235",174,210,266,345,185,322,182,90,206,335,203,265,168,252,166
"BLLJ_RS07240",2874,4257,6171,6500,3564,1418,843,724,1552,2547,4120,6087,3656,4411,4136
"BLLJ_RS07245",1707,2252,2603,2892,1782,2881,1931,1602,2930,4147,1300,1785,1210,1496,1072
"BLLJ_RS07250",571,649,878,965,586,986,559,420,641,1086,544,653,437,564,409
"BLLJ_RS07255",280,445,467,546,293,491,357,167,394,490,272,403,335,320,230
"BLLJ_RS07260",53,77,99,131,73,56,40,27,40,66,63,82,42,38,47
"BLLJ_RS07265",129,152,212,260,162,189,108,60,92,126,175,242,175,206,143
"BLLJ_RS07270",355,426,604,515,244,488,323,233,395,466,433,585,384,385,402
"BLLJ_RS07275",451,934,1243,1216,536,345,269,183,377,854,437,499,313,557,500
"BLLJ_RS11170",673,933,776,1133,482,271,221,74,214,190,423,500,423,648,211
"BLLJ_RS07285",54,81,103,115,46,102,61,24,75,89,82,119,74,65,61
"BLLJ_RS07290",79,136,137,145,77,71,49,30,56,77,90,127,63,107,51
"BLLJ_RS07295",2394,3426,5008,3784,2246,2279,1648,1574,2447,4991,2091,2102,1359,1680,2220
"BLLJ_RS07300",2511,2900,4182,3024,2283,2268,1465,1637,2133,5012,1940,1755,1410,1294,1951
"BLLJ_RS07305",8888,9751,14086,9621,7468,8018,5020,5640,7239,15608,5486,5196,3584,3785,5782
"BLLJ_RS07310",60226,74426,115187,77390,55059,45626,29189,35347,45735,93931,33880,42283,27732,22162,30548
"BLLJ_RS07315",510,646,897,784,428,626,394,333,431,811,481,644,365,361,430
"BLLJ_RS07320",112,162,201,160,133,250,181,83,150,248,133,188,116,132,106
"BLLJ_RS07325",194,274,409,398,218,712,404,213,396,698,268,433,201,268,327
"BLLJ_RS07330",208,333,406,442,243,349,197,175,262,423,187,252,217,221,185
"BLLJ_RS07335",445,715,868,831,564,864,554,412,722,1072,563,749,429,531,571
"BLLJ_RS07340",559,777,1112,1027,649,859,567,510,825,1289,597,858,616,585,559
"BLLJ_RS07345",13,9,11,10,9,13,4,7,6,6,9,17,8,13,12
"BLLJ_RS10550",63,83,106,117,77,94,65,38,85,122,100,172,86,121,76
"BLLJ_RS07355",67,95,144,137,98,72,56,31,57,101,69,104,84,104,58
"BLLJ_RS07360",35,46,64,55,38,51,34,11,32,37,28,65,25,31,28
"BLLJ_RS07365",125,165,233,228,132,159,147,41,82,161,85,107,78,81,83
"BLLJ_RS07370",126,147,207,209,104,169,109,58,69,170,119,126,78,102,79
"BLLJ_RS07375",150,190,227,234,93,200,159,76,110,193,123,179,88,130,114
"BLLJ_RS07380",290,323,432,374,208,352,257,105,156,334,252,282,139,218,187
"BLLJ_RS07390",64,82,93,134,52,108,78,63,121,140,92,132,81,107,103
"BLLJ_RS07395",394,600,798,761,488,514,430,158,286,595,371,542,335,424,334
"BLLJ_RS07400",181,253,350,316,181,256,170,74,140,323,216,213,157,173,172
"BLLJ_RS07405",848,1335,1395,1777,1194,915,715,292,985,1294,815,1092,624,1108,900
"BLLJ_RS07410",107,150,173,198,104,100,62,27,75,110,103,134,64,123,93
"BLLJ_RS07415",30,50,40,55,33,27,46,12,28,29,23,43,33,32,27
"BLLJ_RS07420",31,51,78,53,33,40,25,13,24,37,56,49,32,35,31
"BLLJ_RS07425",32,45,62,64,34,43,26,13,37,45,38,55,39,45,17
"BLLJ_RS07430",43,80,66,89,49,46,23,23,34,48,70,100,57,57,40
"BLLJ_RS07435",1287,2032,2960,2758,1554,6439,5000,2831,4878,7740,1636,2044,1283,1610,1726
"BLLJ_RS07440",1877,2804,4536,3634,2470,6369,4222,4002,5566,10999,2885,3361,1943,2511,2706
"BLLJ_RS07445",1063,1331,1847,1796,1158,1960,1359,940,1365,2343,1102,1341,897,1135,965
"BLLJ_RS07450",810,1141,1562,1639,829,1481,874,704,1101,1772,882,1184,798,991,781
"BLLJ_RS07455",890,1074,1362,1167,616,1797,1245,728,1011,1238,723,960,546,685,791
"BLLJ_RS07460",1547,1922,2342,1907,998,2648,1830,1066,1575,1893,1175,1623,989,1120,1266
"BLLJ_RS07465",288,391,507,489,286,509,289,182,369,534,383,549,326,347,289
"BLLJ_RS07470",26,46,43,48,25,40,30,15,46,57,21,37,20,39,12
"BLLJ_RS07475",6511,9893,12340,12995,7747,58551,47355,24189,42337,59612,5866,7295,5340,6828,6341
"BLLJ_RS07480",953,1149,1443,1555,994,1435,870,390,858,846,968,1341,612,989,838
"BLLJ_RS07485",727,1010,1549,1507,898,3176,1850,1305,2122,3347,1235,1811,1132,1141,1115
"BLLJ_RS07490",148,264,316,341,146,449,307,181,356,555,194,301,167,228,209
"BLLJ_RS07495",182,230,387,295,196,344,228,130,259,433,172,207,156,195,164
"BLLJ_RS07500",141,169,198,202,139,176,141,49,105,209,125,152,99,92,130
"BLLJ_RS07505",81,118,147,155,61,122,76,55,86,126,78,88,65,65,69
"BLLJ_RS07510",125,172,249,224,136,308,195,68,168,245,150,223,99,157,122
"BLLJ_RS07515",108,123,178,148,104,276,176,72,107,206,95,154,85,99,92
"BLLJ_RS07520",51,62,93,93,54,144,106,18,64,93,81,87,57,73,69
"BLLJ_RS07525",13,16,26,22,16,24,9,7,16,18,14,33,18,17,16
"BLLJ_RS07530",145,205,237,265,161,112,79,45,111,159,155,176,144,172,126
"BLLJ_RS07540",77,108,158,138,47,89,62,41,99,134,99,124,85,121,97
"BLLJ_RS07545",226,290,374,402,209,268,169,115,184,275,163,245,179,207,161
"BLLJ_RS07550",1046,1552,2032,1948,1088,958,653,475,858,1470,1059,1080,736,1030,953
"BLLJ_RS07555",246,279,377,338,190,266,177,100,187,284,202,293,168,217,186
"BLLJ_RS07560",9460,13057,19399,18194,10612,21905,15504,9332,14569,21637,11777,18947,11611,11763,13009
"BLLJ_RS07565",144,218,249,250,151,143,139,75,120,186,140,171,116,135,121
"BLLJ_RS07570",120,168,231,249,144,125,97,59,105,200,145,141,106,123,123
"BLLJ_RS07575",691,1115,1470,1454,755,697,537,395,771,1394,695,675,538,742,697
"BLLJ_RS07580",23,49,43,40,26,25,13,8,16,19,22,24,13,15,16
"BLLJ_RS07585",135,207,246,227,161,370,269,155,254,464,173,155,117,151,119
"BLLJ_RS07590",111,138,193,154,104,542,349,202,322,520,112,146,66,123,125
"BLLJ_RS07595",80,99,145,114,81,131,96,39,66,112,94,148,85,91,83
"BLLJ_RS07600",399,482,686,686,415,831,565,416,634,876,439,579,390,448,391
"BLLJ_RS07605",315,473,611,625,378,862,531,328,739,934,468,644,403,514,484
"BLLJ_RS07610",214,263,364,342,216,244,204,116,227,351,200,226,148,221,205
"BLLJ_RS07615",373,558,721,760,430,423,355,184,352,655,343,473,297,376,328
"BLLJ_RS07620",530,728,911,1105,505,910,546,240,478,584,675,974,684,728,564
"BLLJ_RS07625",366,549,664,678,411,444,330,209,340,615,362,444,287,374,288
"BLLJ_RS11460",21,15,19,37,13,23,16,6,10,28,28,28,18,26,14
"BLLJ_RS07630",16,31,33,40,23,34,19,13,23,37,25,34,14,30,29
"BLLJ_RS07635",298,368,495,569,211,632,401,211,400,525,412,604,344,467,484
"BLLJ_RS10560",133,176,220,277,122,343,208,118,220,277,153,265,119,173,194
"BLLJ_RS07640",465,589,892,798,511,873,489,383,659,1098,641,987,534,636,612
"BLLJ_RS07645",392,609,781,730,413,819,493,325,717,997,674,1053,616,682,744
"BLLJ_RS07650",643,864,1215,1174,754,615,450,241,430,794,589,686,527,621,526
"BLLJ_RS07655",240,305,384,434,208,232,151,55,118,262,223,300,206,256,206
"BLLJ_RS07660",55,68,71,77,46,76,55,23,34,53,49,56,28,41,29
"BLLJ_RS07665",558,789,994,1003,549,643,403,262,556,944,559,786,481,706,596
"BLLJ_RS07670",435,624,773,883,533,853,461,296,674,867,611,880,584,778,494
"BLLJ_RS07675",311,394,381,455,321,322,124,182,380,444,255,316,235,353,166
"BLLJ_RS07680",3284,3858,4008,5014,3440,3023,1478,1975,4264,5193,2496,3112,2481,2790,1281
"BLLJ_RS07685",39619,50465,52094,65664,37177,26693,13424,21650,37354,58023,25201,33005,26824,30694,13530
"BLLJ_RS07690",19564,23336,24542,30740,18473,19806,10463,14958,24232,31837,12385,16361,12641,14054,7778
"BLLJ_RS07695",10553,12265,13068,15513,9395,10331,6322,8042,13594,15020,6600,9237,6775,7497,4001
"BLLJ_RS07700",170,166,233,247,164,441,258,184,287,363,250,465,241,269,273
"BLLJ_RS07705",563,720,921,963,595,703,490,300,405,742,569,736,517,584,493
"BLLJ_RS07710",168,234,295,327,206,546,338,193,289,456,195,252,160,196,211
"BLLJ_RS07715",200,236,325,406,155,565,422,196,389,477,224,365,205,215,170
"BLLJ_RS07720",222,230,347,348,174,241,156,124,192,310,191,329,216,219,171
"BLLJ_RS07725",149,164,213,240,173,390,228,154,235,341,154,205,140,149,110
"BLLJ_RS07730",88,118,171,143,115,606,312,204,411,500,134,186,134,116,117
"BLLJ_RS07735",77,115,194,183,95,233,131,75,132,140,117,182,112,105,85
"BLLJ_RS07745",68,104,146,151,97,100,89,44,72,185,83,112,62,88,66
"BLLJ_RS07750",19,36,36,55,29,10,18,6,11,18,16,42,14,17,15
"BLLJ_RS07755",262,383,540,590,317,422,253,179,360,515,267,411,271,320,257
"BLLJ_RS10055",1696,2499,3692,3231,2093,1797,1108,998,2005,3349,1980,2307,1321,1756,1971
"BLLJ_RS07765",121,177,248,225,196,98,47,38,76,153,123,200,125,126,112
"BLLJ_RS07770",1370,2188,2775,2884,1454,4227,2991,2126,4293,5555,1598,2125,1319,1695,1486
"BLLJ_RS07775",137,156,213,234,141,136,98,56,82,159,145,199,94,146,124
"BLLJ_RS07780",1716,2441,3011,3005,1645,1675,989,547,953,1834,1874,2399,1498,1477,1544
"BLLJ_RS11180",40,39,54,38,29,17,8,7,12,10,34,21,18,29,11
"BLLJ_RS07785",687,975,1227,1156,686,1405,847,743,1165,1871,755,1083,677,697,678
"BLLJ_RS07790",216,302,400,399,218,445,285,233,422,722,243,291,216,228,250
"BLLJ_RS07795",950,1320,1781,1770,991,1721,1241,884,1655,2393,1204,1717,993,1490,1217
"BLLJ_RS07800",449,628,810,798,441,620,449,272,488,893,449,516,309,409,444
"BLLJ_RS07805",225,264,350,403,208,197,95,90,222,216,320,466,266,379,271
"BLLJ_RS07810",31,50,42,45,31,40,25,13,33,32,47,55,36,50,43
"BLLJ_RS11185",33,73,66,64,34,48,21,8,43,34,37,57,32,38,38
"BLLJ_RS07825",337,460,578,595,383,971,659,431,741,1041,281,471,326,334,244
"BLLJ_RS07830",132,203,239,282,159,198,120,49,88,182,161,226,132,134,138
"BLLJ_RS07835",127,163,221,209,129,132,140,65,112,210,121,131,82,144,101
"BLLJ_RS07840",1621,2267,2809,3238,1671,3695,2351,1694,2979,4684,2070,3273,1949,2560,2169
"BLLJ_RS07845",56,59,92,84,40,125,73,48,79,121,79,86,48,70,84
"BLLJ_RS07850",126,162,198,192,105,201,136,64,136,178,166,244,117,179,119
"BLLJ_RS07855",24,17,32,32,9,31,25,11,30,34,27,40,27,40,34
"BLLJ_RS07860",663,907,1266,1254,853,854,545,301,682,802,972,1251,816,819,661
"BLLJ_RS07865",1976,2414,3142,3254,1900,1112,663,471,796,1233,2074,2757,1756,1624,1407
"BLLJ_RS07870",313,488,662,649,351,474,321,189,339,886,356,469,322,409,393
"BLLJ_RS07875",262,434,592,529,326,547,357,196,260,535,447,635,388,408,425
"BLLJ_RS07880",766,1075,1544,1291,704,1124,812,501,723,1468,543,696,514,539,513
"BLLJ_RS07885",428,576,932,843,523,12884,8938,6487,10349,12035,645,1073,580,702,695
"BLLJ_RS07890",446,673,980,908,472,992,772,459,819,1545,482,631,435,534,516
"BLLJ_RS07895",52,115,137,155,62,63,27,24,46,52,77,94,63,99,51
"BLLJ_RS07900",433,646,839,783,522,326,275,147,272,466,457,492,379,479,397
"BLLJ_RS07910",40,45,31,47,22,24,17,9,12,31,33,38,26,40,28
"BLLJ_RS07915",353,488,585,607,347,201,91,130,300,416,297,380,256,357,211
"BLLJ_RS07920",507,718,879,932,580,320,170,242,369,587,497,564,424,555,338
"BLLJ_RS07925",217,325,276,349,238,265,189,189,261,424,166,219,165,181,160
"BLLJ_RS07930",463,576,766,763,511,861,573,379,796,1137,480,659,459,454,391
"BLLJ_RS07935",911,1366,1741,1766,978,799,591,380,610,1141,924,1140,814,988,724
"BLLJ_RS07940",100,129,154,158,91,173,106,61,90,142,132,132,91,124,101
"BLLJ_RS07945",222,339,483,450,295,333,250,127,216,417,282,330,236,271,211
"BLLJ_RS07950",102,148,190,201,150,137,106,71,90,234,99,209,109,151,154
